Well:,L05-B-01,,,,
DEPTH,GR,DT,RHOB,DRHO,NPHI
3908.1004,17.561382,68.422653,-999.25,-999.25,-999.25
3908.2004,16.882973,68.492294,-999.25,-999.25,-999.25
3908.3004,16.398594,68.618011,-999.25,-999.25,-999.25
3908.4004,16.466534,68.774368,-999.25,-999.25,-999.25
3908.5004,16.729698,68.899277,-999.25,-999.25,-999.25
3908.6004,16.947529,68.977951,-999.25,-999.25,-999.25
3908.7004,16.926567,68.988464,-999.25,-999.25,-999.25
3908.8004,16.466774,68.911789,-999.25,-999.25,-999.25
3908.9004,15.807085,68.783737,-999.25,-999.25,-999.25
3909.0004,15.56144,68.654388,-999.25,-999.25,-999.25
3909.1004,15.611713,68.586853,-999.25,-999.25,-999.25
3909.2004,15.789276,68.570496,-999.25,-999.25,-999.25
3909.3004,16.118568,68.516556,-999.25,-999.25,-999.25
3909.4004,16.282246,68.506363,-999.25,-999.25,-999.25
3909.5004,16.166595,68.574173,-999.25,-999.25,-999.25
3909.6004,15.524878,68.745026,-999.25,-999.25,-999.25
3909.7004,14.624535,68.873398,-999.25,-999.25,-999.25
3909.8004,13.669374,68.899246,-999.25,-999.25,-999.25
3909.9004,13.155527,68.892197,-999.25,-999.25,-999.25
3910.0004,13.274595,68.882294,-999.25,-999.25,-999.25
3910.1004,13.973221,68.872131,-999.25,-999.25,-999.25
3910.2004,15.038921,68.952209,-999.25,-999.25,-999.25
3910.3004,15.944429,69.086258,-999.25,-999.25,-999.25
3910.4004,16.450798,69.22583,-999.25,-999.25,-999.25
3910.5004,16.645157,69.313995,-999.25,-999.25,-999.25
3910.6004,16.649639,69.350815,-999.25,-999.25,-999.25
3910.7004,16.481319,69.346893,-999.25,-999.25,-999.25
3910.8004,16.330437,69.247177,-999.25,-999.25,-999.25
3910.9004,16.188583,69.094467,-999.25,-999.25,-999.25
3911.0004,15.910015,68.960373,-999.25,-999.25,-999.25
3911.1004,15.553432,68.862228,-999.25,-999.25,-999.25
3911.2004,15.35474,68.759552,-999.25,-999.25,-999.25
3911.3004,15.555246,68.611588,-999.25,-999.25,-999.25
3911.4004,15.920311,68.512283,-999.25,-999.25,-999.25
3911.5004,16.307716,68.492706,-999.25,-999.25,-999.25
3911.6004,16.89296,68.480942,-999.25,-999.25,-999.25
3911.7004,17.344707,68.489532,-999.25,-999.25,-999.25
3911.8004,17.465652,68.564392,-999.25,-999.25,-999.25
3911.9004,17.47958,68.72406,-999.25,-999.25,-999.25
3912.0004,17.379799,68.81604,-999.25,-999.25,-999.25
3912.1004,17.134712,68.74884,-999.25,-999.25,-999.25
3912.2004,16.872307,68.666901,-999.25,-999.25,-999.25
3912.3004,16.84584,68.645111,-999.25,-999.25,-999.25
3912.4004,17.138561,68.633682,-999.25,-999.25,-999.25
3912.5004,17.485828,68.525696,-999.25,-999.25,-999.25
3912.6004,17.77557,68.459885,-999.25,-999.25,-999.25
3912.7004,18.032738,68.613846,-999.25,-999.25,-999.25
3912.8004,18.210869,68.767914,-999.25,-999.25,-999.25
3912.9004,18.26062,68.736084,-999.25,-999.25,-999.25
3913.0004,18.269909,68.525589,-999.25,-999.25,-999.25
3913.1004,18.470051,68.255829,-999.25,-999.25,-999.25
3913.2004,18.684914,68.046906,-999.25,-999.25,-999.25
3913.3004,18.533989,67.902298,-999.25,-999.25,-999.25
3913.4004,18.39024,67.744827,-999.25,-999.25,-999.25
3913.5004,18.380188,67.573639,-999.25,-999.25,-999.25
3913.6004,18.236462,67.482437,-999.25,-999.25,-999.25
3913.7004,18.196964,67.452301,-999.25,-999.25,-999.25
3913.8004,18.373047,67.429214,-999.25,-999.25,-999.25
3913.9004,18.495758,67.417221,-999.25,-999.25,-999.25
3914.0004,18.300373,67.550156,-999.25,-999.25,-999.25
3914.1004,17.657906,67.803238,-999.25,-999.25,-999.25
3914.2004,16.796963,67.963516,-999.25,-999.25,-999.25
3914.3004,16.121639,68.108414,-999.25,-999.25,-999.25
3914.4004,15.860825,68.332565,-999.25,-999.25,-999.25
3914.5004,15.792749,68.559525,-999.25,-999.25,-999.25
3914.6004,15.879387,68.68721,-999.25,-999.25,-999.25
3914.7004,16.014904,68.675262,-999.25,-999.25,-999.25
3914.8004,16.115559,68.579224,-999.25,-999.25,-999.25
3914.9004,16.441051,68.464508,-999.25,-999.25,-999.25
3915.0004,17.081387,68.400665,-999.25,-999.25,-999.25
3915.1004,17.662731,68.421204,-999.25,-999.25,-999.25
3915.2004,17.806751,68.496292,-999.25,-999.25,-999.25
3915.3004,17.416264,68.595749,-999.25,-999.25,-999.25
3915.4004,16.572575,68.765594,-999.25,-999.25,-999.25
3915.5004,15.72146,68.859451,-999.25,-999.25,-999.25
3915.6004,15.228228,68.794037,-999.25,-999.25,-999.25
3915.7004,15.141678,68.721832,-999.25,-999.25,-999.25
3915.8004,15.235888,68.686493,-999.25,-999.25,-999.25
3915.9004,15.31031,68.657608,-999.25,-999.25,-999.25
3916.0004,15.473452,68.620804,-999.25,-999.25,-999.25
3916.1004,15.613857,68.633682,-999.25,-999.25,-999.25
3916.2002,15.634464,68.7258,-999.25,-999.25,-999.25
3916.3002,15.775934,68.792633,-999.25,-999.25,-999.25
3916.4002,15.961321,68.817047,-999.25,-999.25,-999.25
3916.5002,16.062378,68.828262,-999.25,-999.25,-999.25
3916.6002,16.519157,68.875854,-999.25,-999.25,-999.25
3916.7002,17.039291,68.904694,-999.25,-999.25,-999.25
3916.8002,17.277401,68.854782,-999.25,-999.25,-999.25
3916.9002,17.490566,68.771042,-999.25,-999.25,-999.25
3917.0002,17.54697,68.699432,-999.25,-999.25,-999.25
3917.1002,17.202827,68.653702,-999.25,-999.25,-999.25
3917.2002,16.953136,68.646866,-999.25,-999.25,-999.25
3917.3002,16.710125,68.678299,-999.25,-999.25,-999.25
3917.4002,16.156487,68.760056,-999.25,-999.25,-999.25
3917.5002,15.807114,68.74968,-999.25,-999.25,-999.25
3917.6002,15.943853,68.706741,-999.25,-999.25,-999.25
3917.7002,16.88892,68.753769,-999.25,-999.25,-999.25
3917.8002,18.238529,68.792572,-999.25,-999.25,-999.25
3917.9002,19.488384,68.815903,-999.25,-999.25,-999.25
3918.0002,19.96981,68.878952,-999.25,-999.25,-999.25
3918.1002,19.641739,68.962326,-999.25,-999.25,-999.25
3918.2002,18.885628,69.017487,-999.25,-999.25,-999.25
3918.3002,18.038223,68.925522,-999.25,-999.25,-999.25
3918.4002,17.181213,68.821152,-999.25,-999.25,-999.25
3918.5002,16.381058,68.743378,-999.25,-999.25,-999.25
3918.6002,16.05875,68.659531,-999.25,-999.25,-999.25
3918.7002,16.437214,68.619751,-999.25,-999.25,-999.25
3918.8002,17.348347,68.630966,-999.25,-999.25,-999.25
3918.9002,18.323078,68.669479,-999.25,-999.25,-999.25
3919.0002,18.640106,68.711746,-999.25,-999.25,-999.25
3919.1002,18.183125,68.745346,-999.25,-999.25,-999.25
3919.2002,16.963158,68.680237,-999.25,-999.25,-999.25
3919.3002,15.981672,68.624115,-999.25,-999.25,-999.25
3919.4002,15.625805,68.626312,-999.25,-999.25,-999.25
3919.5002,16.452999,68.578918,-999.25,-999.25,-999.25
3919.6002,17.3974,68.480392,-999.25,-999.25,-999.25
3919.7002,17.903584,68.347,-999.25,-999.25,-999.25
3919.8002,17.580929,68.300262,-999.25,-999.25,-999.25
3919.9002,16.684353,68.315506,-999.25,-999.25,-999.25
3920.0002,15.40209,68.357513,-999.25,-999.25,-999.25
3920.1002,14.557173,68.47644,-999.25,-999.25,-999.25
3920.2002,14.354517,68.625488,-999.25,-999.25,-999.25
3920.3002,14.826368,68.758087,-999.25,-999.25,-999.25
3920.4002,15.619566,68.755737,-999.25,-999.25,-999.25
3920.5002,16.349819,68.636658,-999.25,-999.25,-999.25
3920.6002,16.785706,68.429047,-999.25,-999.25,-999.25
3920.7002,16.374424,68.260773,-999.25,-999.25,-999.25
3920.8002,15.550665,68.20285,-999.25,-999.25,-999.25
3920.9002,14.975405,68.289749,-999.25,-999.25,-999.25
3921.0002,14.69068,68.384857,-999.25,-999.25,-999.25
3921.1002,14.789707,68.387421,-999.25,-999.25,-999.25
3921.2002,15.684998,68.264191,-999.25,-999.25,-999.25
3921.3002,16.675568,68.186569,-999.25,-999.25,-999.25
3921.4002,17.341412,68.236023,-999.25,-999.25,-999.25
3921.5002,17.899738,68.362045,-999.25,-999.25,-999.25
3921.6002,18.243855,68.445862,-999.25,-999.25,-999.25
3921.7002,18.33144,68.458832,-999.25,-999.25,-999.25
3921.8002,18.18391,68.49649,-999.25,-999.25,-999.25
3921.9002,17.632622,68.593216,-999.25,-999.25,-999.25
3922.0002,16.674377,68.713547,-999.25,-999.25,-999.25
3922.1002,15.528248,68.790756,-999.25,-999.25,-999.25
3922.2002,14.533432,68.805984,-999.25,-999.25,-999.25
3922.3002,13.894327,68.782944,-999.25,-999.25,-999.25
3922.4002,13.837975,68.715912,-999.25,-999.25,-999.25
3922.5002,14.156193,68.654999,-999.25,-999.25,-999.25
3922.6002,14.468575,68.656937,-999.25,-999.25,-999.25
3922.7002,14.874092,68.710571,-999.25,-999.25,-999.25
3922.8002,15.420298,68.738922,-999.25,-999.25,-999.25
3922.9002,15.994839,68.683319,-999.25,-999.25,-999.25
3923.0002,16.325836,68.622696,-999.25,-999.25,-999.25
3923.1002,16.325245,68.60405,-999.25,-999.25,-999.25
3923.2002,16.115456,68.591431,-999.25,-999.25,-999.25
3923.3002,15.603167,68.561966,-999.25,-999.25,-999.25
3923.4002,15.024517,68.507446,-999.25,-999.25,-999.25
3923.5002,14.787174,68.461304,-999.25,-999.25,-999.25
3923.6002,14.699017,68.472916,-999.25,-999.25,-999.25
3923.7002,14.624994,68.542877,-999.25,-999.25,-999.25
3923.8002,14.766205,68.609955,-999.25,-999.25,-999.25
3923.9002,15.000563,68.687256,-999.25,-999.25,-999.25
3924.0002,15.089884,68.766144,-999.25,-999.25,-999.25
3924.1002,15.034071,68.788498,-999.25,-999.25,-999.25
3924.2002,15.131725,68.760437,-999.25,-999.25,-999.25
3924.3002,15.64682,68.731155,-999.25,-999.25,-999.25
3924.4002,16.422157,68.722992,-999.25,-999.25,-999.25
3924.5002,17.279762,68.729065,-999.25,-999.25,-999.25
3924.6002,17.766354,68.746521,-999.25,-999.25,-999.25
3924.7002,17.319798,68.808029,-999.25,-999.25,-999.25
3924.8002,16.113171,68.880737,-999.25,-999.25,-999.25
3924.9002,14.958227,68.905685,-999.25,-999.25,-999.25
3925.0002,14.243511,68.892624,-999.25,-999.25,-999.25
3925.1002,14.215979,68.888184,-999.25,-999.25,-999.25
3925.2002,14.745001,68.907455,-999.25,-999.25,-999.25
3925.3002,15.611675,68.854324,-999.25,-999.25,-999.25
3925.4002,16.598839,68.750732,-999.25,-999.25,-999.25
3925.5002,17.555515,68.681778,-999.25,-999.25,-999.25
3925.6002,18.262295,68.621292,-999.25,-999.25,-999.25
3925.7002,18.580681,68.566895,-999.25,-999.25,-999.25
3925.8002,18.555668,68.539398,-999.25,-999.25,-999.25
3925.9002,18.058556,68.584335,-999.25,-999.25,-999.25
3926.0002,17.148174,68.638184,-999.25,-999.25,-999.25
3926.1002,16.003719,68.627243,-999.25,-999.25,-999.25
3926.2002,14.932631,68.669434,-999.25,-999.25,-999.25
3926.3002,14.115871,68.736618,-999.25,-999.25,-999.25
3926.4002,13.616604,68.721573,-999.25,-999.25,-999.25
3926.5002,13.887547,68.660507,-999.25,-999.25,-999.25
3926.6002,14.612438,68.638992,-999.25,-999.25,-999.25
3926.7002,15.246105,68.710663,-999.25,-999.25,-999.25
3926.8002,15.788378,68.745148,-999.25,-999.25,-999.25
3926.9002,16.221458,68.717468,-999.25,-999.25,-999.25
3927.0002,16.434597,68.688828,-999.25,-999.25,-999.25
3927.1002,16.417446,68.735718,-999.25,-999.25,-999.25
3927.2002,16.284992,68.804001,-999.25,-999.25,-999.25
3927.3002,16.115341,68.776627,-999.25,-999.25,-999.25
3927.4002,15.950771,68.729279,-999.25,-999.25,-999.25
3927.5002,15.819462,68.741013,-999.25,-999.25,-999.25
3927.6002,15.767473,68.893341,-999.25,-999.25,-999.25
3927.7002,15.719349,68.989899,-999.25,-999.25,-999.25
3927.8002,15.657282,68.983109,-999.25,-999.25,-999.25
3927.9002,15.630707,68.924866,-999.25,-999.25,-999.25
3928.0002,15.51165,68.893478,-999.25,-999.25,-999.25
3928.1002,15.34556,68.887253,-999.25,-999.25,-999.25
3928.2002,15.483137,68.817581,-999.25,-999.25,-999.25
3928.3002,15.598915,68.793869,-999.25,-999.25,-999.25
3928.4002,15.628361,68.84346,-999.25,-999.25,-999.25
3928.5002,16.266254,68.89299,-999.25,-999.25,-999.25
3928.6002,16.906292,68.918961,-999.25,-999.25,-999.25
3928.7002,17.273941,68.926743,-999.25,-999.25,-999.25
3928.8002,17.365498,68.949966,-999.25,-999.25,-999.25
3928.9002,17.094589,68.916428,-999.25,-999.25,-999.25
3929.0002,16.447243,68.79866,-999.25,-999.25,-999.25
3929.1002,15.496016,68.72522,-999.25,-999.25,-999.25
3929.2002,14.696209,68.697556,-999.25,-999.25,-999.25
3929.3002,14.201847,68.700638,-999.25,-999.25,-999.25
3929.4002,14.801897,68.643997,-999.25,-999.25,-999.25
3929.5002,16.03027,68.57338,-999.25,-999.25,-999.25
3929.6002,17.611397,68.528397,-999.25,-999.25,-999.25
3929.7002,18.730846,68.538925,-999.25,-999.25,-999.25
3929.8002,19.126209,68.541031,-999.25,-999.25,-999.25
3929.9002,18.4977,68.478836,-999.25,-999.25,-999.25
3930.0002,17.449646,68.447189,-999.25,-999.25,-999.25
3930.1002,16.363899,68.47757,-999.25,-999.25,-999.25
3930.2002,15.3999,68.596024,-999.25,-999.25,-999.25
3930.3002,15.072256,68.695999,-999.25,-999.25,-999.25
3930.4002,15.243069,68.753967,-999.25,-999.25,-999.25
3930.5002,15.822742,68.765488,-999.25,-999.25,-999.25
3930.6002,16.385414,68.69017,-999.25,-999.25,-999.25
3930.7002,16.677757,68.575912,-999.25,-999.25,-999.25
3930.8002,16.400875,68.518463,-999.25,-999.25,-999.25
3930.9002,15.884235,68.540543,-999.25,-999.25,-999.25
3931.0002,15.322441,68.610672,-999.25,-999.25,-999.25
3931.1002,14.685366,68.694534,-999.25,-999.25,-999.25
3931.2002,14.41597,68.761536,-999.25,-999.25,-999.25
3931.3002,14.577526,68.814957,-999.25,-999.25,-999.25
3931.4002,14.935661,68.899384,-999.25,-999.25,-999.25
3931.5002,15.5606,68.994629,-999.25,-999.25,-999.25
3931.6002,16.379505,69.057922,-999.25,-999.25,-999.25
3931.7002,16.853817,68.994629,-999.25,-999.25,-999.25
3931.8002,16.693027,68.954269,-999.25,-999.25,-999.25
3931.9002,16.044479,69.039139,-999.25,-999.25,-999.25
3932.0002,15.388865,69.10231,-999.25,-999.25,-999.25
3932.1002,14.864088,69.086777,-999.25,-999.25,-999.25
3932.2002,14.405878,69.027649,-999.25,-999.25,-999.25
3932.3002,14.198063,69.000259,-999.25,-999.25,-999.25
3932.4002,14.198322,68.991959,-999.25,-999.25,-999.25
3932.5002,14.351223,68.957062,-999.25,-999.25,-999.25
3932.6002,15.156618,68.954971,-999.25,-999.25,-999.25
3932.7002,16.358017,69.003006,-999.25,-999.25,-999.25
3932.8002,17.287376,69.062271,-999.25,-999.25,-999.25
3932.9002,17.565125,69.080475,-999.25,-999.25,-999.25
3933.0002,17.037777,69.061996,-999.25,-999.25,-999.25
3933.1002,15.83531,69.071548,-999.25,-999.25,-999.25
3933.2002,14.415215,69.13942,-999.25,-999.25,-999.25
3933.3002,13.537483,69.218216,-999.25,-999.25,-999.25
3933.4002,13.661829,69.218536,-999.25,-999.25,-999.25
3933.5002,14.5958,69.166626,-999.25,-999.25,-999.25
3933.6002,15.788948,69.121735,-999.25,-999.25,-999.25
3933.7002,16.944653,69.084259,-999.25,-999.25,-999.25
3933.8002,17.473751,69.036987,-999.25,-999.25,-999.25
3933.9002,17.21117,68.976547,-999.25,-999.25,-999.25
3934.0002,16.676155,68.93779,-999.25,-999.25,-999.25
3934.1002,16.039013,68.940735,-999.25,-999.25,-999.25
3934.2002,15.500462,68.956436,-999.25,-999.25,-999.25
3934.3002,15.412716,68.945145,-999.25,-999.25,-999.25
3934.4002,15.669556,68.998352,-999.25,-999.25,-999.25
3934.5002,15.880922,69.211441,-999.25,-999.25,-999.25
3934.6002,16.027473,69.451141,-999.25,-999.25,-999.25
3934.7002,15.92676,69.467224,-999.25,-999.25,-999.25
3934.8002,15.573105,69.21051,-999.25,-999.25,-999.25
3934.9002,15.471291,69.074539,-999.25,-999.25,-999.25
3935.0002,15.843105,69.145981,-999.25,-999.25,-999.25
3935.1002,16.461849,69.180161,-999.25,-999.25,-999.25
3935.2002,17.156136,69.156708,-999.25,-999.25,-999.25
3935.3002,17.568573,69.096222,-999.25,-999.25,-999.25
3935.4002,17.434097,69.053711,-999.25,-999.25,-999.25
3935.5002,16.849503,69.042923,-999.25,-999.25,-999.25
3935.6002,15.980093,69.049637,-999.25,-999.25,-999.25
3935.7002,15.018057,69.045654,-999.25,-999.25,-999.25
3935.8002,14.265158,69.049118,-999.25,-999.25,-999.25
3935.9002,13.946144,69.085526,-999.25,-999.25,-999.25
3936.0002,14.060143,69.156464,-999.25,-999.25,-999.25
3936.1002,14.67617,69.198105,-999.25,-999.25,-999.25
3936.2002,15.561766,69.199127,-999.25,-999.25,-999.25
3936.3002,16.376827,69.213577,-999.25,-999.25,-999.25
3936.4002,16.634834,69.22081,-999.25,-999.25,-999.25
3936.5002,16.407734,69.248932,-999.25,-999.25,-999.25
3936.6002,16.198696,69.37114,-999.25,-999.25,-999.25
3936.7002,16.049721,69.509323,-999.25,-999.25,-999.25
3936.8002,15.920372,69.560852,-999.25,-999.25,-999.25
3936.9002,15.819267,69.471405,-999.25,-999.25,-999.25
3937.0002,15.662466,69.37793,-999.25,-999.25,-999.25
3937.1002,15.515705,69.369019,-999.25,-999.25,-999.25
3937.2002,15.656891,69.418091,-999.25,-999.25,-999.25
3937.3002,15.97765,69.509415,-999.25,-999.25,-999.25
3937.4002,16.349968,69.592148,-999.25,-999.25,-999.25
3937.5002,16.85865,69.545013,-999.25,-999.25,-999.25
3937.6002,17.215508,69.440933,-999.25,-999.25,-999.25
3937.7002,17.299583,69.340607,-999.25,-999.25,-999.25
3937.8002,17.122791,69.186203,-999.25,-999.25,-999.25
3937.9002,16.675983,69.09758,-999.25,-999.25,-999.25
3938.0002,16.016235,69.119446,-999.25,-999.25,-999.25
3938.1002,15.141148,69.168549,-999.25,-999.25,-999.25
3938.2002,14.576736,69.201416,-999.25,-999.25,-999.25
3938.3002,14.519388,69.216629,-999.25,-999.25,-999.25
3938.4002,14.927006,69.258209,-999.25,-999.25,-999.25
3938.5002,15.464502,69.320892,-999.25,-999.25,-999.25
3938.6002,15.973734,69.392181,-999.25,-999.25,-999.25
3938.7002,16.399853,69.505707,-999.25,-999.25,-999.25
3938.8002,16.676338,69.507401,-999.25,-999.25,-999.25
3938.9002,16.76088,69.306168,-999.25,-999.25,-999.25
3939.0002,16.611313,69.126251,-999.25,-999.25,-999.25
3939.1002,16.484833,69.024582,-999.25,-999.25,-999.25
3939.2002,16.549694,69.002563,-999.25,-999.25,-999.25
3939.3002,16.789482,68.97435,-999.25,-999.25,-999.25
3939.4002,17.232449,68.929337,-999.25,-999.25,-999.25
3939.5002,17.998894,68.874695,-999.25,-999.25,-999.25
3939.6002,18.184376,69.022141,-999.25,-999.25,-999.25
3939.7002,17.928898,69.203766,-999.25,-999.25,-999.25
3939.8002,17.477787,69.203064,-999.25,-999.25,-999.25
3939.9002,17.165531,69.066696,-999.25,-999.25,-999.25
3940.0002,17.154995,68.942734,-999.25,-999.25,-999.25
3940.1002,17.725174,68.984207,-999.25,-999.25,-999.25
3940.2002,17.98312,68.968018,-999.25,-999.25,-999.25
3940.3002,17.766628,68.883102,-999.25,-999.25,-999.25
3940.4002,17.026463,68.830429,-999.25,-999.25,-999.25
3940.5002,16.2976,68.798096,-999.25,-999.25,-999.25
3940.6002,15.864866,68.770264,-999.25,-999.25,-999.25
3940.7002,16.351318,68.755112,-999.25,-999.25,-999.25
3940.8002,17.129494,68.77655,-999.25,-999.25,-999.25
3940.9002,17.81929,68.825516,-999.25,-999.25,-999.25
3941.0002,17.985638,68.856445,-999.25,-999.25,-999.25
3941.1002,17.607368,68.903946,-999.25,-999.25,-999.25
3941.2002,16.872856,68.978958,-999.25,-999.25,-999.25
3941.3002,16.254761,69.027512,-999.25,-999.25,-999.25
3941.4002,15.791756,69.020798,-999.25,-999.25,-999.25
3941.5002,15.387064,68.967529,-999.25,-999.25,-999.25
3941.6002,15.143848,68.98616,-999.25,-999.25,-999.25
3941.7002,14.855906,69.017227,-999.25,-999.25,-999.25
3941.8002,14.409674,68.999222,-999.25,-999.25,-999.25
3941.9002,14.306541,68.851105,-999.25,-999.25,-999.25
3942.0002,14.70273,68.737549,-999.25,-999.25,-999.25
3942.1002,15.569599,68.790497,-999.25,-999.25,-999.25
3942.2002,16.704456,68.891251,-999.25,-999.25,-999.25
3942.3002,17.678516,68.949982,-999.25,-999.25,-999.25
3942.4002,18.165527,68.942886,-999.25,-999.25,-999.25
3942.5002,18.052528,68.814453,-999.25,-999.25,-999.25
3942.6002,17.478985,68.630936,-999.25,-999.25,-999.25
3942.7002,16.637505,68.504395,-999.25,-999.25,-999.25
3942.8002,16.068882,68.491943,-999.25,-999.25,-999.25
3942.9002,15.993338,68.481415,-999.25,-999.25,-999.25
3943.0002,16.311024,68.31926,-999.25,-999.25,-999.25
3943.1002,17.244072,68.220444,-999.25,-999.25,-999.25
3943.2002,18.521751,68.294113,-999.25,-999.25,-999.25
3943.3002,19.504265,68.39386,-999.25,-999.25,-999.25
3943.4002,19.778923,68.409714,-999.25,-999.25,-999.25
3943.5002,19.383244,68.379349,-999.25,-999.25,-999.25
3943.6002,18.587132,68.443954,-999.25,-999.25,-999.25
3943.7002,17.840935,68.425369,-999.25,-999.25,-999.25
3943.8002,17.527195,68.202042,-999.25,-999.25,-999.25
3943.9002,17.620045,68.018143,-999.25,-999.25,-999.25
3944.0002,17.962692,67.990051,-999.25,-999.25,-999.25
3944.1002,18.165112,68.02536,-999.25,-999.25,-999.25
3944.2002,17.816486,67.948563,-999.25,-999.25,-999.25
3944.3002,16.968048,67.838501,-999.25,-999.25,-999.25
3944.4002,16.136292,67.899445,-999.25,-999.25,-999.25
3944.5002,15.583588,68.057861,-999.25,-999.25,-999.25
3944.6002,15.534348,68.207184,-999.25,-999.25,-999.25
3944.7002,15.9161,68.278412,-999.25,-999.25,-999.25
3944.8002,16.530754,68.289764,-999.25,-999.25,-999.25
3944.9002,16.988743,68.28392,-999.25,-999.25,-999.25
3945.0002,17.034073,68.295334,-999.25,-999.25,-999.25
3945.1002,16.790627,68.296082,-999.25,-999.25,-999.25
3945.2002,16.573223,68.25412,-999.25,-999.25,-999.25
3945.3002,16.581326,68.160233,-999.25,-999.25,-999.25
3945.4002,16.607521,68.025436,-999.25,-999.25,-999.25
3945.5002,16.663715,67.911331,-999.25,-999.25,-999.25
3945.6002,16.941166,67.885971,-999.25,-999.25,-999.25
3945.7002,16.937313,67.938156,-999.25,-999.25,-999.25
3945.8002,16.496269,68.010956,-999.25,-999.25,-999.25
3945.9002,16.06097,68.079376,-999.25,-999.25,-999.25
3946.0002,15.383312,68.195419,-999.25,-999.25,-999.25
3946.1002,14.667719,68.341568,-999.25,-999.25,-999.25
3946.2002,14.82613,68.392288,-999.25,-999.25,-999.25
3946.3002,16.109615,68.317291,-999.25,-999.25,-999.25
3946.4002,17.994961,68.161713,-999.25,-999.25,-999.25
3946.5002,19.752064,67.995697,-999.25,-999.25,-999.25
3946.6002,21.030769,67.947556,-999.25,-999.25,-999.25
3946.7002,21.790234,68.015976,-999.25,-999.25,-999.25
3946.8002,22.07431,68.030182,-999.25,-999.25,-999.25
3946.9002,22.146603,68.022858,-999.25,-999.25,-999.25
3947.0002,22.129669,68.034622,-999.25,-999.25,-999.25
3947.1002,21.510807,67.930649,-999.25,-999.25,-999.25
3947.2002,20.077053,67.717865,-999.25,-999.25,-999.25
3947.3002,18.1982,67.506088,-999.25,-999.25,-999.25
3947.4002,16.529575,67.421524,-999.25,-999.25,-999.25
3947.5002,15.404339,67.385437,-999.25,-999.25,-999.25
3947.6002,14.820089,67.335617,-999.25,-999.25,-999.25
3947.7002,15.200811,67.548965,-999.25,-999.25,-999.25
3947.8002,16.092289,67.921661,-999.25,-999.25,-999.25
3947.9002,16.987,68.270813,-999.25,-999.25,-999.25
3948.0002,17.613213,68.485031,-999.25,-999.25,-999.25
3948.1002,17.694733,68.578171,-999.25,-999.25,-999.25
3948.2002,17.169235,68.600143,-999.25,-999.25,-999.25
3948.3002,16.600071,68.477448,-999.25,-999.25,-999.25
3948.4002,16.437378,68.304993,-999.25,-999.25,-999.25
3948.5002,16.82399,68.158554,-999.25,-999.25,-999.25
3948.6002,17.522999,68.127579,-999.25,-999.25,-999.25
3948.7002,18.115917,68.081345,-999.25,-999.25,-999.25
3948.8002,18.356537,67.889648,-999.25,-999.25,-999.25
3948.9002,17.949783,67.717255,-999.25,-999.25,-999.25
3949.0002,17.256969,67.635483,-999.25,-999.25,-999.25
3949.1002,16.581711,67.676529,-999.25,-999.25,-999.25
3949.2002,16.334984,67.833328,-999.25,-999.25,-999.25
3949.3002,16.415783,68.058289,-999.25,-999.25,-999.25
3949.4002,16.735264,68.33313,-999.25,-999.25,-999.25
3949.5002,17.128429,68.118576,-999.25,-999.25,-999.25
3949.6002,17.433273,67.347031,-999.25,-999.25,-999.25
3949.7002,17.429344,65.884552,-999.25,-999.25,-999.25
3949.8002,17.519447,63.807251,-999.25,-999.25,-999.25
3949.9002,17.891903,61.391785,-999.25,-999.25,-999.25
3950.0002,18.824257,58.833008,-999.25,-999.25,-999.25
3950.1002,19.572151,56.737518,-999.25,-999.25,-999.25
3950.2002,19.857403,55.10791,-999.25,-999.25,-999.25
3950.3002,19.281078,53.680473,-999.25,-999.25,-999.25
3950.4002,18.338379,52.657127,-999.25,-999.25,-999.25
3950.5002,17.364616,52.10627,-999.25,-999.25,-999.25
3950.6002,16.659523,52.351234,-999.25,-999.25,-999.25
3950.7002,15.967157,52.806984,-999.25,-999.25,-999.25
3950.8002,15.195328,53.18573,-999.25,-999.25,-999.25
3950.9002,14.534109,53.340904,-999.25,-999.25,-999.25
3951.0002,14.179684,53.239113,-999.25,-999.25,-999.25
3951.1002,14.165911,52.921616,-999.25,-999.25,-999.25
3951.2002,15.334702,52.649162,-999.25,-999.25,-999.25
3951.3002,16.654762,52.373947,-999.25,-999.25,-999.25
3951.4002,17.582577,52.027588,-999.25,-999.25,-999.25
3951.5002,17.898304,51.935684,-999.25,-999.25,-999.25
3951.6002,17.801922,51.915886,-999.25,-999.25,-999.25
3951.7002,17.388897,51.803413,-999.25,-999.25,-999.25
3951.8002,17.084114,51.649193,-999.25,-999.25,-999.25
3951.9002,17.030586,51.549042,-999.25,-999.25,-999.25
3952.0002,17.240768,51.558189,-999.25,-999.25,-999.25
3952.1002,16.990791,51.585228,-999.25,-999.25,-999.25
3952.2002,16.441753,51.636536,-999.25,-999.25,-999.25
3952.3002,15.978605,51.771812,-999.25,-999.25,-999.25
3952.4002,15.743671,51.813705,-999.25,-999.25,-999.25
3952.5002,15.708284,51.840134,-999.25,-999.25,-999.25
3952.6002,15.876751,52.048798,-999.25,-999.25,-999.25
3952.7002,15.9764,52.078926,-999.25,-999.25,-999.25
3952.8002,16.080345,51.868011,-999.25,-999.25,-999.25
3952.9002,16.64674,51.625237,-999.25,-999.25,-999.25
3953.0002,18.228138,51.609734,-999.25,-999.25,-999.25
